1	标题：商务部关于美国对中国输美产品加征关税的声明针对美国贸易代表办公室7月10日发表的《关于301调查的声明》，中华人民共和国商务部声明如下：一、美方污蔑中方在经贸往来中实行不公平做法，占了便宜，是歪曲事实、站不住脚的。美方出于国内政治需要和打压中国发展的目的，编造了一整套歪曲中美经贸关系真相的政策逻辑。事实上，美国社会经济中的深层次问题完全是美国国内结构性问题造成的，中国经济的成功从来不是对外推行“重商主义”的成功，从来不是实行所谓“国家资本主义”的成功，而是坚定推进市场化改革和和不断扩大对外开放的成功。第一，关于“中美贸易不平衡”问题。美方称对华存在大量贸易逆差，其数字是被高估的，且主要原因不在中国，而在于美国国内储蓄率过低以及美元发挥着国际主要储备货币的职能，在于产业竞争力和国际分工差异，也在于美方出于冷战思维，对自身享有比较优势的高科技产品出口实施人为限制。第二，关于所谓“盗窃知识产权”问题。中国政府已建立了相对完整的知识产权法律保护体系，并不断发挥知识产权司法保护主导作用，推进设立知识产权法院和专门审判机构。2017年，中国对外支付的知识产权使用费达到286亿美元，比2001年加入世贸组织时增长了15倍之多。第三，关于所谓“强制技术转让”问题。中国政府没有对外资企业提出过此类要求，中外企业的技术合作和其他经贸合作完全是基于自愿原则实施的契约行为，多年来双方企业都从中获得了巨大利益。第四，关于“中国制造2025”等产业政策。在市场经济条件下，中国政府实施这些政策主要是指导性、引领性的，并且对所有外资企业都是开放的。具有讽刺意义的是，美国自身在农业和制造业都存在大量补贴。二、美方指责中方漠视中美经贸分歧、没有进行积极应对，是不符合事实的。美方声称“一直耐心地”对中方做工作，而中方置之不理。事实上，中方始终高度重视双方存在的经贸分歧，从维护中美经贸合作大局出发，从满足中国人民日益增长的美好生活需要和推动中国经济高质量发展要求出发，一直在以最大诚意和耐心推动双方通过对话协商解决分歧。仅今年2月至6月，中方就与美方进行了四轮高级别经贸磋商，并于5月19日发表《中美联合声明》，就加强双方经贸合作、不打贸易战达成重要共识，但美方出于国内政治需要，反复无常、出尔反尔，竟公然背弃双方共识，坚持与中方打一场贸易战。中方为避免经贸摩擦升级尽了最大的努力，事情发展到今天这一步，责任完全在美方。三、美方指责中方反制行动没有国际法律依据，其实恰恰是美方单方面发起贸易战没有任何国际法律依据。2017年8月，美方不顾中方和国际社会反对，单边对华发起301调查。2018年4月，美国炮制出所谓301调查报告，不顾征求意见中高达91%的反对声音，于7月6日对中国340亿美元输美产品加征25%关税。7月11日，美国变本加厉，公布拟对中国2000亿美元产品加征关税的清单。美国301调查既在国内法项下违反其总统向国会作出的行政声明，又在国际法项下违反其在1988年欧盟诉美世贸争端案中作出的承诺。美国的征税措施公然违反世贸组织最惠国待遇基本原则和约束关税义务，是典型的单边主义、贸易保护主义、贸易霸凌主义，是对国际法基本精神和原则的公然践踏。四、中方被迫采取反制行动，是维护国家利益和全球利益的必然选择，是完全正当、合理合法的。对于美方一再发出的贸易战威胁，中国政府反复申明“不愿打、不怕打、必要时不得不打”的原则立场。中方坚持不打第一枪，但在美方率先打响贸易战的情况下，被迫采取了对等反制措施。中方这么做，完全是为了捍卫国家尊严和人民利益，捍卫自由贸易原则和多边贸易体制，捍卫世界各国的共同利益。中国政府已经将美国单边主义行为诉诸世贸组织争端解决机制。中国政府针对美国单边做法所造成的紧急情况，被迫采取相应的双边和多边应对措施，完全符合国际法的基本精神和原则。五、美国打贸易战不仅针对中国，还以全世界为敌，将把世界经济拖入危险境地。美方打着“美国优先”旗号，以一己之私，随意“退群”，四面树敌，不仅以知识产权为名对中国发起301调查，还以国家安全名义对全球主要经济体发起232调查，针对钢铁、铝、汽车等重要产业制造贸易摩擦。目前，已有多个世贸成员对美国采取反制措施，并将美诉诸世贸组织争端解决机制。可以说，美方发起的这场经济史上规模最大的贸易战，不是中美之间的贸易战，而是一场全球范围的贸易战。美国这么做，将会把世界经济带入“冷战陷阱”、“衰退陷阱”、“反契约陷阱”、“不确定陷阱”，会严重恶化全球经贸环境，戕害全球产业链和价值链，阻碍全球经济复苏，引发全球市场动荡，殃及世界上众多的跨国公司和普通消费者利益。六、中方将继续按照既定部署和节奏，坚定不移地推动改革开放，并与世界各国一道，坚定不移地维护自由贸易原则和多边贸易体制。今年是中国改革开放40周年，过去40年中国经济高速增长靠的是改革开放，未来推动经济高质量发展仍然要靠改革开放。不管外部环境发生什么变化，中国政府都将坚持发挥市场在资源配置中的决定性作用，保护产权和知识产权，发挥企业家的重要作用，鼓励竞争、反对垄断，继续推动对外开放，创造有吸引力的投资环境，坚定支持经济全球化，坚定维护国际经贸体系，与世界上一切追求进步的国家共同发展、共享繁荣。
1	标题：美国再发对华关税清单：拟对2000亿美元中国商品加征关税周三(7月10日)亚洲交易时段稍早，避险情绪再次笼罩市场，据报道，特朗普政府推进再向中国2,000亿美元商品加征关税的计划，发布了目标产品清单。受该消息影响，具有避险属性的日元上涨。分析师表示，外汇市场中的避险情绪可能升温，避险情绪推动大宗商品货币走低、日元走高，美元兑日元可能跌向20日移动均线110.47。美国再发对华关税清单：拟对2000亿美元中国商品加征关税据CNBC报道，特朗普政府周二公布进一步对华加征关税清单，拟对约2000亿美元中国产品加征10%的关税。美国贸易代表指出，启动对年贸易额大约2000亿美元的中国商品额外征收10%关税的程序；对中国加征关税的程序预计将持续大约2个月。关税清单长达195页。其中包括数百种食品以及香烟、煤炭、化学制品、轮胎、猫狗粮和包括电视机元件在内等消费者电子产品。此外，拟议商品清单还包括服装、电视零件和冰箱等消费品以及其他科技产品，但不包括手机等一些备受关注的产品。一名美国政府高级官员表示：“我们所看到的2000亿美元的数字大致相当于他们对我们的出口。”关税不会立即生效，但将经过两个月的审查程序，并将于8月20日至8月23日举行听证会。根据美国贸易代表办公室周二发布的声明，关税可能会在8月30日公众咨询结束后生效。美国贸易代表RobertLighthizer在声明中说：“一年多来，特朗普政府一直耐心地敦促中国停止不公平的做法，开放市场，参与真正的市场竞争。遗憾的是，中国没有改变其行为--这种行为让美国经济的未来面临风险。中国没有解决我们的合理担忧，而是开始对美国的产品进行报复。这种行动是没有道理的。”白宫最新的行动立即遭到参议院财政委员会主席OrrinHatch的谴责。这位来自犹他州的共和党人称这项行动是“鲁莽”的而不是“有的放矢”。特朗普政府于7月6日开始对340亿美元进口中国商品加征25%的关税。中国立即予以报复，对同等规模的美国商品(包括大豆和汽车)加征关税。美国贸易代表莱希特称，继上周中美两国互征关税后，将对中国再征收2000亿美元的关税。美国将对中国其他进口产品征收10％的关税。特朗普上周表示，美国可能最终对愈5000亿美元的中国商品征税，大约相当于去年美国自中国进口的商品总额。政府官员表示，在关税最终实施前，宽限两个月期限供对此发表评论。
1	标题：人民币中间价升幅创九个月新高并未启动逆周期因子央行连续多日喊话力挺人民币，市场情绪得到改善。7月5日，人民币中间价大幅上调415点报6.6180，而前一交易日中间价为6.6595，升幅创2017年10月11日来最大。离岸、在岸人民币早盘也均拉升。并未重启逆周期因子7月3日开始，人民银行官员连续针对汇率问题向市场传递声音，力挺人民币具备均衡稳定的基础。有分析人士称，如果有需要，可能会重启逆周期因子。“但从今天中间价的情况来看，目前并没有重启。”知名外汇专家韩会师对第一财经记者表示，当天的中间价就是按照参考前一日收盘价和一篮子汇率来决定。5日美元指数(94.7216,0.0016,0.00%)稍有下跌，更主要因素是5日白天的人民币交易价格走高，收盘价格高。中国金融四十人论坛高级研究员、国家外汇管理局国际收支司原司长管涛也对第一财经记者表示，目前不论是经济基本面，还是市场预期，都比2015年、2016年有了极大的改善。人民币汇率单边下跌的预期已经被打破了。2017年5月，央行在参考一篮子货币和前一日收盘价的中间价定价机制的基础上，引入了逆周期因子，来对冲市场的顺周期性，缓解外汇市场的“羊群效应”，并让汇率更好反映经济基本面，起到打破单边预期的作用。2018年1月9日，人民银行表示，已经通知中间价报价行暂停逆周期因子，体现了对市场的信心。实际上从去年5月到今年4月，人民币汇率都维持震荡走高。根据管涛的分析，年初人民币较快升值之时，企业增加购汇、减少结汇，增加外汇存款，而今年4、5月份人民币开始回调，企业随之减少外汇存款，增加结汇、减少购汇。“这说明汇率杠杆作用正常发挥，市场预期分化，完全是市场行为。”管涛对记者解释称。摩根士丹利中国首席经济学家邢自强对第一财经记者表示，从最近一段时间的央行表态可以看出，央行会对汇率的无序波动进行管理，适度管理好风险。他预计，到2018年三季度末，人民币对美元汇率将达到6.65，到2018年底则为6.60。人民币不具备单边贬值的基础自从6月15日开始，在岸人民币对美元汇率发生了较大幅度的贬值。截至6月底，尽管贸易加权的美元只升值了1%，但是人民币对美元汇率却贬值了3.3%，对一篮子货币亦贬值2.8%。对此，邢自强向第一财经分析，近期人民币汇率的超调主要是受到市场情绪的波动影响。而市场情绪的波动来源于对中国经济增长的放缓、市场外部环境变化，以及中国货币政策较此前略有宽松的预期。但是，他并不认为中国的政策制定者希望人民币发生实质性贬值。邢自强认为，人民币的贬值绝非中国通过主动贬值来应对潜在的外部环境变化所采取的手段。事实上，自从6月15日以来，每日的人民币汇率中间价比其模型估算的当天中间价要强，这可能说明人民银行并没有对人民币的走贬袖手旁观。与此同时，他称，主动较大幅贬值对于市场信心和中国金融稳定都将是一种伤害。“中国经济有很强的韧性，有应对贸易摩擦的能力。”邢自强并对第一财经记者表示，完全可以通过政策的预调微调，使经济增速在允许区间内温和放缓。管涛也认为近期的人民币贬值并非政策制定者的希望。“这是市场主观臆想出的政策意图，人民币升值的时候央行没有干预，为什么人民币一回调就要干预呢。”另一项影响人民币汇率预期的因素是货币政策的取向问题。近来，人民银行连续通过MLF、定向降准等向市场释放流动性，并且官方对流动性目标的表述也由“合理稳定”转为“合理充裕”。“我不认为降准等工具代表全面宽松。在强监管的过程中，人民银行适度增加表内资金和信贷的供给能力，将有利于缓解表外收缩对整体社融的影响。因此这只是回归中性的货币政策取向。市场解读成全面宽松可能短期促进了汇率超调。”邢自强称。中国人民银行金融研究所所长孙国峰近日也撰文称，要正确理解稳健中性货币政策，结构性货币政策不改货币政策的稳健中性取向。他表示，近期这些货币政策操作特别是传统上被认为震动性较大的准备金工具的连续使用，引发了对货币政策取向判断的争论，有观点认为中央银行开始放水，货币政策在转向全面宽松。事实上，今年以来的货币政策操作并非放水，也非全面放松，货币政策的稳健中性取向并未改变，不宜根据表面现象就简单地认为降准就是放水。
1	周四（3月22日）凌晨02:00，美联储联邦公开市场委员会（FOMC）一致决定在3月将联邦基金利率目标区间上调25个基点至1.50%-1.75%。FOMC声明显示，此次加息的决定获得一致通过。与此同时，美联储上调2018-2019年GDP增速预期，下调未来3年失业率预期，维持未来两年PCE通胀预期不变，上调2019-2020年核心PCE通胀预期；预计2019-2020年加息路径更加陡峭，2019年将加息三次，此前预估为两次。今年年初以来，欧元区经济增长放缓。欧盟统计局数据显示，欧元区第一季度经季节调整后国内生产总值（GDP）环比增长0.4%，低于去年第四季度的0.7%。目前，欧元区第二季度经济预期也不令人乐观。分析人士指出，欧元区经济增速走低主要是受外部需求疲弱影响，如一季度欧元区出口自2012年四季度以来首次出现萎缩。同时，政府支出停滞不前、固定资产投资增长大幅放缓，这些因素均不利于经济增长。此外，近几个月欧元区通胀率持续走高，6月份通胀率达到一年多新高2%，有分析认为这导致家庭消费减少。数据还显示，欧洲主要国家经济也不容乐观。欧元区第一大经济体德国第一季度GDP环比增长0.3%，低于前一个季度的0.6%；第二大经济体法国GDP环比增长0.2%，低于前一个季度的0.7%。继第一季度经济数据令人失望之后，德国第二季度关键数据持续低迷。零售业销售疲软，工业生产有所放缓，消费者信心以及商业景气指数等环比均趋于下降。欧盟委员会5月份发布经济展望数据显示，欧元区2018年经济将增长2.3%，与2017年持平。2019年经济增速将略下降至2.0%。（据新华社）
1	美联储官员近期言论（2018年6月）：美联储官员威廉姆斯表示，美联储应在未来两年逐步加息。预计在三次加息后接近中性水平。由于利率接近中性，美联储需要减少前瞻性指引。“宽松”政策的概念随着利率上升变得不那么重要。利率达到中性水平时美联储也不一定要暂停加息的步伐。若经济保持强劲，利率将在一段时间内高于中性水平。美联储官员美斯特表示，不需要对通胀短期内暂时超出2%作出过度反应。预计2018年将加息3到4次。美联储需要继续谨慎地调节货币政策。市场与美联储的利率预期一致。目前的经济前景是我们这么久以来出现过的最好的。若通胀没有如预期一样上升，有理由等待更长时间并更加谨慎。今年多加息2到3次对经济而言没有太大区别。美联储官员哈克表示，若通胀能在当前水平持续，或支持今年再加息三次。通胀或将高于2%，最高或会达到2.5%。不确定美联储是否需采取紧缩政策。并不预计通胀将快速上涨。当前不急于加息。开始注意到有关薪资压力上涨的迹象。预计在再度上涨前失业率将跌至3.6%附近水平。认为当前就业市场相当的紧俏。美联储官员波斯迪克表示，偏向于今年再度加息两次。财政刺激措施对经济增长的效果存在巨大不确定性。通胀或在一段时期内略高于2%。重申美联储接近实现双重目标。上调今年GDP增速预估至2.4-2.5%。美国消费者支出强劲，但并未过度。确认今年2-4次加息是正确的。3.9%的失业率在历史水平而言是非常之低的。薪资稍稍上涨，但并未处于“大涨”状态。薪资数据表明我们并未让失业率大幅超出目标。
1	标题：孙国峰：人民币贬值并非央行有意引导中国人民银行金融研究所所长孙国峰表示，近期人民币汇率出现了一些贬值，这完全是市场由于外部不确定性引起预期变化的结果，并非人民银行有意引导。“中国坚持多边主义、全球化、自由贸易和以规则为基础的国际通行准则，不会将人民币汇率作为工具来应对贸易争端。”
1	标题：重磅消息！央行宣布降低存款准备金！为引导金融机构加大对小微企业的支持力度，增加银行体系资金的稳定性，优化流动性结构，中国人民银行决定，从2018年4月25日起，下调大型商业银行、股份制商业银行、城市商业银行、非县域农村商业银行、外资银行人民币存款准备金率1个百分点；同日，上述银行将各自按照“先借先还”的顺序，使用降准释放的资金偿还其所借央行的中期借贷便利（MLF）。中国人民银行将继续实施稳健中性的货币政策，保持流动性合理稳定，引导货币信贷和社会融资规模平稳适度增长，为高质量发展和供给侧结构性改革营造适宜的货币金融环境。
1	标题：易纲：货币政策将继续保持稳健中性“中国发展高层论坛2018年会”于3月24至26日在北京举行，主题为“新时代的中国”。央行易纲在“供给侧结构性改革中的金融政策”环节发表主旨演讲表示，当前金融方面的主要工作可以概括为三句话。第一句话，实施好稳健的货币政策。第二句话，推动金融业的改革和开放。第三句话，打好防范和化解重大风险的攻坚战，保持金融业整体稳定。易纲表示，下一步我们货币政策继续保持稳健中性，为供给侧改革和货币发展营造适宜的环境，总体上要松紧适度，管好货币供给的总闸门，维护银行体系来源性合理稳定，保持M2信贷和社会融资规模的合理增长。以下为易纲演讲实录：易纲：谢谢一鸣先生的介绍。女士们、先生们，各位来宾，非常高兴来到“中国发展高层论坛”，和大家一起分享供给侧结构性改革过程中的金融政策。我愿意利用这个机会和大家一起分享一下我工作中的体会和思路。首先我们欣喜地看到，当前中国经济的总体形势是稳中向好的一个态势。在党中央国务院的正确领导下，中国的经济社会的发展取得了举世瞩目的成就，各项改革事业有了长足的进展。刚刚过去的2017年，中国经济稳中向好、好于预期，交出了一份高质量发展的答卷。一是主要的指标好于预期，GDP的增速出现了2010年以来首次的增速回升，就业形势向好，物价是稳定的。2018年经济的开局延续了这个好的态势。二是供给侧结构性改革初见成效。2017年的工业产能的利用率达到了77%，创5年以来比较高的水平。规模以上工业企业的利润是大幅增长的，增长了21%。互联网、大数据、人工智能等新技术、新业态大量涌现，经济质量和效益提高。三是人民生活的水平继续提升，2017年居民可支配收入的实际增长是7.3%，高于GDP的增速0.4个百分点，扶贫攻坚超额完成目标，重点城市的污染有了明显的减少。绿水青山就是金山银山的发展理念更加深入人心。我主要讲金融政策，在当前金融方面的主要工作可以概括为三句话。第一句话，实施好稳健的货币政策。第二句话，推动金融业的改革和开放。第三句话，打好防范和化解重大风险的攻坚战，保持金融业整体稳定。所以我下面的讲话主要是围绕这三句话来展开。第一件事就是要实施好稳健中性的货币政策，增强金融服务实体经济的能力。大家都知道，我国社会的主要矛盾和所处的发展阶段已经发生了重大的变化。我们讲，是由高速增长阶段转向高质量发展阶段，这是一个重大的判断。2017年以来，货币政策更多地关注质量的提高，在保持对实体经济较强支持的同时，更加侧重于转变发展方式，优化经济结构，转换增长动力，为这些变化创造条件，助力经济增长、增效。一个是我们货币政策保持了流动性的合理稳定，引导信贷和社会融资规模适度增长。和运用多种工具的组合和期限的搭配，保持银行体系流动性的合理稳定，引导金融机构加大对实体经济的支持力度。既保持流动性的合理需求，也促进了我们宏观杠杆的趋稳。二是发挥货币政策结构引导作用，积极运用信贷政策，支持再贷款、抵押补充贷款，定向降准等机构性工具，引导金融机构加大对经济重点领域和薄弱环节的支持，促进经济结构调整和转型升级。去年的第四季度，我们对涵盖小微企业、三农、扶贫、创新、普惠金融领域实行了定向降准，指的是单户授信在500万人民币以下的小微企业贷款，可以享受定向的降准，有效提高了侦测的精准性。定向降准政策在今年1月份已经完全到位。三是我们适时适度地应用价格工具，预调、微调，发挥好利率杠杆的调节作用，增强人民币汇率的弹性，保持人民币汇率在合理均衡水平上的基本稳定。稳健中性的货币政策取得了良好的成效，在金融体系稳步去杠杆的同时，有力地支持了经济平稳健康发展。今年2月末，我们广义货币M2，人民币的贷款和社会融资规模比分别增长了8.8%、12.8%和11.2%。下一步我们货币政策继续保持稳健中性，为供给侧改革和货币发展营造适宜的环境，总体上要松紧适度，管好货币供给的总闸门，维护银行体系来源性合理稳定，保持M2信贷和社会融资规模的合理增长。今年政府工作报告中没有对M2融资规模提出预期数量的目标，这体现了高质量发展的要求，控制好总量情况下，我们更加注重质量提高，适当有针对性地支持经济中的薄弱环节，更好地为实体经济服务。对社会资本参与比较少的重点领域和薄弱环节，适度地采取精准滴灌，加大对扶贫、小微企业、三农、双创等普惠金融和绿色金融的支持。尤其是向深度贫困地区做一些倾斜，助力打好精准脱贫、治理污染的攻坚战。第二件事，就是要积极地推进金融业的改革开放，提升中国金融业的竞争力。党的十九大报告和政府工作报告都对深化金融体制改革和扩大对外开放提出了明确的要求。我们在推进金融改革开放上，取得了明显的成效。首先，稳步推进金融改革，完善市场机制和调控的机制。使市场在配置资源中起决定性作用，更好发挥政府作用。一是深入推进利率市场化改革，在有序开放存贷款利率管制的同时，努力培育金融市场基准利率体系的形成，健全市场利率的定价机制，完善中央银行利率调控和传导机制，推动我们整个货币政策从以数量型调控为主，向以价格型调控为主的转变。二是坚定地推进汇率市场化的改革，发挥市场在汇率形成中的决定性作用。人民币汇率的弹性有所增强，市场的供求决定人民币汇率，保持人民币汇率在合理均衡水平上的基本稳定，使得汇率发挥宏观经济自动稳定器的作用。
0	标题：央行建立临时准备金动用安排可临时使用不超2%的法定存款准备金为满足春节前商业银行因现金大量投放而产生的临时流动性需求，促进货币市场平稳运行，支持金融机构做好春节前后的各项金融服务，人民银行决定建立“临时准备金动用安排”。在现金投放中占比较高的全国性商业银行在春节期间存在临时流动性缺口时，可临时使用不超过两个百分点的法定存款准备金，使用期限为30天
1	标题：美国克利夫兰联储主席Mester(2018年有投票权)：强劲的经济表明2018年还将加息2次。美国经济增长、失业率走低和通胀率稳定都表明有理由继续加息。
